func,layer_idx,I,S,T,F,C,seed,ckpt,src,tgt,hyp,comet_score
l2,6,42.76153815659468,29.488618700919503,39.47469842654715,32.05616765936048,46.082112640754715,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,1,0.5956602903859382,0.42313555335731734,0.2811733129056157,0.53581655984642,0.46905602699465604,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,2,0.3122203854967183,0.5179000712661012,0.29314206916554064,0.6246100447576562,0.42434234096296675,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,3,0.13368021682515513,0.44857923828015767,0.22004573132979707,0.7531036755107419,0.34636612191313915,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,4,0.06075207149247749,0.4230519045788622,0.25984176349956134,0.6739629788609229,0.5263126188002345,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,5,0.02625019713694357,0.4820704891068642,0.2959576787907597,0.6061558914755646,0.7261017792083544,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,6,0.015624500995067922,0.675973253187828,0.28784283539968875,0.5902878386523563,0.39189058885373235,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,0,1.0,0.0,0.0,0.0,0.0,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,1,0.3254296397315872,0.1781165527630855,0.09473707056625243,0.31518520857046045,0.08653152836861432,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,2,0.10453648006721296,0.3111099978771212,0.09686166732850598,0.379581249505132,0.10791060522202771,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,3,0.024772501246669673,0.25271010007458994,0.06380423707500478,0.559788785023978,0.0989243765797573,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,4,0.00743681152289349,0.23256573972324446,0.07771828581552002,0.42431540747444324,0.25796375546389855,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,5,0.001823641435237514,0.29609208145444427,0.03857856740706574,0.26955909550869517,0.39394661419455723,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,6,0.0009798506060911092,0.4911432152024539,0.1164928894436339,0.3941131181488363,-0.0027290734010153336,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
cosine,0,1.0,,,,,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,1,0.47880817399674036,0.43855247139774445,0.3322812907965792,0.5304839021092682,0.1772346703032514,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,2,0.31009542317035516,0.5873906883194572,0.2833570279137296,0.5418403766067965,0.26078602793319317,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,3,0.17766106851681793,0.6063263728707593,0.28378185465015515,0.6802929047398083,0.29027858754012814,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,4,0.11260002005420627,0.5618213438868901,0.32516333090614336,0.5518446961474743,0.42530661077952353,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,5,0.03125620400625399,0.6054968321568247,0.07405695777636265,0.4982746574236688,0.5949693526214616,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,6,0.07175039101576021,0.7293563946891459,0.41493550999909,0.7102061898748226,-0.022602675438241272,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,0,0.0,19.12576449320411,19.12576449320411,19.12576449320411,19.12576449320411,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,1,10.035552879865255,10.422627321563105,11.234705991357252,9.88358491945682,12.049024690500277,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,2,11.345076494689986,9.29309085534294,11.601469796052033,10.061378239592026,11.90813480117578,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,3,12.667439121374116,9.836610467026357,12.358471594443415,9.451841954602813,12.545664278189129,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,4,14.314608480690582,11.604466682294275,13.804510495695238,12.228941534561923,13.588744215846786,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,5,18.646902735444556,15.013006229463228,19.142775729564672,16.270609915196406,15.25382352420515,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,6,44.07226237380591,30.396875803990632,40.780762970022366,31.36741823388992,47.33490265138262,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,1,0.5721228123919191,0.42221757164704216,0.2753711893999764,0.5446735357840538,0.45736032907753127,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,2,0.31309711785309485,0.5233655946998138,0.2671631107322408,0.6121836291890708,0.425917122529034,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,3,0.14717384449619791,0.49599761505906476,0.22111854729999061,0.6814282376536045,0.3747541050678121,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,4,0.07605332451866299,0.48573472694611364,0.2576202953657875,0.6685739809845035,0.6001896174499013,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,5,0.029675101238317722,0.45907223677912695,0.293615510604304,0.5311719279096792,0.7229928504960307,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,6,0.017360503216580895,0.6417841723123587,0.25103946356053136,0.6107677048083974,0.3676478701541899,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,0,1.0,0.0,0.0,0.0,0.0,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,1,0.3003720818873998,0.19729085589055656,0.08823048048490766,0.3276599131673751,0.08644666856976066,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,2,0.11206991982281624,0.33475049580244093,0.07800296091258428,0.3615952094172949,0.11358141404486345,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,3,0.03058933709863454,0.32399279478998,0.06655909056328063,0.47461573618038594,0.10424304136771873,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,4,0.01030708256000874,0.2884347072909096,0.07772501860447042,0.3746075764528447,0.24892561509176614,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,5,0.0012043711082802197,0.2793486986335832,0.020407715883746846,0.26865400266013434,0.43038521171425526,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,6,0.0011327143146904002,0.4683780361740958,0.10454320177491937,0.4338305699227999,-0.007884522186505523,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,0,1.0000000000000002,,,,,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,1,0.5074757350807095,0.3858288662220895,0.33982343854640407,0.5762969285541234,0.17710152943502466,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,2,0.31325952140327895,0.522079748743974,0.307318453585528,0.5856739863282068,0.26717634116142414,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,3,0.19085363370329764,0.5664445417366237,0.27726079619610133,0.6461716331779589,0.2936831246786813,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,4,0.1244033729098356,0.5173604617789761,0.2995040487479276,0.6140271399295786,0.45063307380876855,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,5,0.06848860439774335,0.5945589899526689,0.11110546797553858,0.43319833354981274,0.6417788762290944,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,6,0.10722933886209883,0.738922061304368,0.39673012546213937,0.6660110228569187,0.029326109290838925,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,0,0.0,19.0287316427842,19.0287316427842,19.0287316427842,19.0287316427842,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,1,9.454663369425763,10.280260207653805,10.650659240360445,9.088497415648822,11.470033084485575,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,2,10.24805301187248,8.990465528347258,10.355879319207046,8.737230600968838,10.659302268225986,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,3,11.332602344881964,9.053882992518854,11.09840253277469,8.777946183435173,11.29104023125492,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,4,12.719331267139571,10.638895336334645,12.378788645868116,10.1711847025705,11.82616265227097,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,5,16.863926136307892,13.771129409074447,17.06244773391527,15.340000133513364,13.044620912803056,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,6,42.14257460917651,28.61476890423911,39.00194621395277,31.717885862936622,45.18434187049261,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,1,0.5798949487383983,0.40054134261649205,0.2786074216828775,0.5594336985507823,0.44970580076456174,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,2,0.30269780253087203,0.49636626056809136,0.2875254462895646,0.6542266973025324,0.4084222886708249,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,3,0.15154754691962724,0.513535832572894,0.24094725976121106,0.6953514664757326,0.3964615424992579,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,4,0.07019203529712482,0.444295415601837,0.2538688712551498,0.6676147096318186,0.5748143424554021,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,5,0.028549035434477895,0.42688650370952164,0.2748216979982644,0.5256407955991352,0.7325523948735406,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,6,0.018389128495486958,0.6564571843329194,0.2932228041168582,0.5756525250318355,0.41222275673221725,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,0,1.0000000000000002,0.0,0.0,0.0,0.0,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,1,0.31225673752140953,0.16194301926457225,0.09280876588670949,0.350271401799781,0.08272007552752757,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,2,0.10693325121089553,0.27976812514568183,0.09220757473690418,0.40917695069596893,0.11191409821054947,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,3,0.03397054694387197,0.31766604232150375,0.07047379971416479,0.46631942559279227,0.11157018542766711,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,4,0.010819974569095628,0.2465532045647095,0.07014740209682835,0.418810246625133,0.2536691721442334,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,5,0.002484153976686236,0.2557779525459247,0.02985952291633821,0.2390718970928671,0.47280647346818366,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,6,0.0019199979853107355,0.48572237963525783,0.11656311068610724,0.38347338083418114,0.0123211308591429,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,0,0.9999999999999998,,,,,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,1,0.4707173993298266,0.4138265790152274,0.35921332344640333,0.5607963023859256,0.14262476982763478,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,2,0.3158133814808033,0.5887005191313351,0.33631494305625825,0.45507810741022703,0.26866023897722086,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,3,0.1942737341491312,0.6171351906077098,0.3372487917693035,0.564980405442641,0.30933235542681126,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,4,0.12811116995970614,0.585935948886066,0.3854003629938324,0.4586766129847266,0.558012849238295,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,5,0.08952326048945074,0.6885046367064267,-0.01208061234857269,0.27726256003596494,0.671092709415152,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,6,0.09040109375162494,0.7949928507385162,0.32309178376412717,0.6296662491157313,0.0348697497704173,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,0,0.0,19.18927638760069,19.18927638760069,19.18927638760069,19.18927638760069,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,1,9.707898568782694,10.059722689262742,10.592462040523813,9.226398879978952,11.730078545199124,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,2,11.24863967727647,9.322036350391446,11.198156170443372,10.636792620282648,11.885017431727565,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,3,12.88466492745528,9.896445181258224,12.280547670165506,10.912414657968604,12.837499360220725,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,4,15.236255098694297,12.098060986577796,14.429512381918244,13.9188684133942,12.952712518753687,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,5,19.13867060513016,14.07549707155305,19.7672544708861,18.806413028843696,14.069820461133707,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,6,44.224654005094926,27.07225274744036,41.970361933834376,34.65368499406517,47.17655921322314,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
norm_ratio,0,1.0,0.0,0.0,0.0,0.0,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
