func,layer_idx,S,T,C,seed,ckpt,src,tgt,hyp,comet_score
spim,4,0.6699991062404865,1.4037040321551608,-1.0737031383956477,rus-eng_s20232,203000,"Увидев меня, Мэри расплакалась и побежала в свою комнату.","When Mary saw me, she burst into tears and ran to her room.","Seeing me, Mary cried and ran into her room.",0.8624
spim,5,0.8100858582250672,1.0694275557224067,-0.8795134139474743,rus-eng_s20232,203000,"Увидев меня, Мэри расплакалась и побежала в свою комнату.","When Mary saw me, she burst into tears and ran to her room.","Seeing me, Mary cried and ran into her room.",0.8624
spim,6,0.689823305790737,1.3964582677532407,-1.0862815735439777,rus-eng_s20232,203000,"Увидев меня, Мэри расплакалась и побежала в свою комнату.","When Mary saw me, she burst into tears and ran to her room.","Seeing me, Mary cried and ran into her room.",0.8624
cosine,0,,1.0,,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
cosine,1,0.26832487563049834,0.639981281587055,-0.3833361173090355,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
cosine,2,0.23349244306910208,0.43104898721903456,-0.3289313961305244,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
cosine,3,0.27748713655408846,0.40458645014631855,-0.40995936208595957,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
cosine,4,0.16928007784259297,0.4674379245111365,-0.5017545830082457,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
cosine,5,0.3108857926351345,0.47502283738927026,-0.5233853189740821,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
cosine,6,0.7172509427206334,0.35340989569065984,-0.36213576853903323,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
l2,0,19.11297890260497,0.0,19.11297890260497,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
l2,1,11.576289078880228,20.11354188867357,24.045778769700014,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
l2,2,13.163163016845203,35.99380801377745,35.22619268354734,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
l2,3,15.416744039460655,47.885744484142236,45.27188280172394,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
l2,4,21.55986692031378,67.28037315657065,62.620660379991754,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
l2,5,22.51655511951839,66.51293714876138,64.77018643350577,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
l2,6,36.51415309079258,117.84525612117783,128.82972576631138,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,0,0.0,1.0,0.0,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,1,0.6136820712915316,2.173844674463948,1.4917045983599755,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,2,1.0607858561413086,3.607242646373572,2.7808981182854704,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,3,1.3761152386010167,4.487170855838388,3.464139178996246,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,4,1.633538418926174,5.666926236825143,4.335971742898756,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,5,1.4871875293970471,4.75107291054646,3.638638971868083,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
norm_ratio,6,1.216542990568889,2.92777267839155,2.4946750272762737,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,0,0.0,1.0,0.0,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,1,0.19092448084336114,1.428570444501384,-0.6194949253447452,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,2,0.26535466825324505,1.9715672359718412,-1.236921904225087,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,3,0.41057018380586224,2.3046602384503267,-1.71523042225619,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,4,0.2620183597643334,3.2471993453351526,-2.509217705099485,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,5,0.45133884653739187,2.6766984579555597,-2.128037304492951,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
spim,6,0.8701997512578479,1.0330565358795258,-0.9032562871373737,rus-eng_s20232,203000,Я не хочу говорить ответ.,I don't want to say the answer.,I don't want to say an answer.,0.9198
cosine,0,,1.0,,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,1,0.29323887790118836,0.6452623738457859,-0.4054935209243883,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,2,0.2445938252674297,0.3566891956584197,-0.2763602860853007,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,3,0.31600354123667135,0.2604330450549696,-0.27653342330175357,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,4,0.22455576251778986,0.3331204348131179,-0.35804185177695314,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,5,0.3812178109614787,0.25845999964681854,-0.2839992406321382,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,6,0.5690346341788576,0.37590681625686995,-0.4002236557660288,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,0,19.12576449320411,0.0,19.12576449320411,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,1,11.840501207185023,19.5935806762346,23.583216305778997,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,2,15.686747218396247,36.868682546582626,33.63014460858692,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,3,19.77803365383504,48.906180454515415,40.719543227546296,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,4,28.21192746829167,70.1014716983809,56.63545543739362,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,5,30.48039484533681,76.47431354564726,60.62913721199329,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
l2,6,52.491798429989394,143.57981839448433,140.12359199013193,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,0,0.0,1.0,0.0,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,1,0.7550773021790964,2.118842946981822,1.4284360352108452,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,2,1.3298605701878417,3.4055018409099014,2.491250012417429,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,3,1.7556820967129947,4.107873271980264,2.9040128924272626,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,4,2.143706822064006,5.45048010299233,3.7285010141661035,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,5,1.8382543768817443,4.377729678715415,2.941450637741089,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
norm_ratio,6,1.4244959074782595,3.4652078302632114,2.6294540219504956,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,0,0.0,1.0,0.0,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,1,0.25872030527419543,1.3628944808217938,-0.6216147860959891,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,2,0.3247453094002975,1.6235477493303043,-0.948293058730602,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,3,0.45078512847211055,1.5906407762432337,-1.0414259047153442,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,4,0.17702956384995322,2.4913281469457953,-1.6683577107957477,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,5,0.5402522930772501,1.4341276698783583,-0.9743799629556077,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
spim,6,0.7652651111595993,1.2651460746268355,-1.0304111857864349,rus-eng_s20232,203000,Татоэба вызывает привыкание.,Tatoeba is addictive.,Tatoeba is addictive.,0.9788
cosine,0,,1.0000000000000002,,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,1,0.24373936983433317,0.6512572362162867,-0.4483907924709326,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,2,0.13961352787166528,0.45323177936315434,-0.3757600042329852,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,3,0.07701902584618445,0.3612119059823302,-0.3529778731675104,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,4,-0.09753385250060073,0.4890606796930295,-0.49246883309178324,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,5,0.022161749603872155,0.4991593599767182,-0.5085787616407558,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,6,0.36756019944863355,0.42205707675378745,-0.4269306598318383,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,0,19.0287316427842,0.0,19.0287316427842,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,1,11.362639362411414,21.069516789364453,25.06535346185196,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,2,14.040587823640264,43.12672708561961,40.59799805633793,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,3,20.782765610231298,73.96846413869584,63.258236203023586,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,4,30.05823670497627,110.02126777901658,93.73771934384085,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,5,34.902560858123,126.07032821790936,109.48523140869568,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
l2,6,60.7363083317657,233.10606539387726,216.94445392597112,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,0,0.0,1.0,0.0,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,1,0.6423562927850958,2.36895974534704,1.6323814714889213,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,2,1.1248164133750773,4.463740538654055,3.396116358508643,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,3,1.7488894766550531,6.928891405891483,5.27095997320026,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,4,2.1972490920833287,9.444329385328802,7.135768602624595,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,5,1.944690166196525,8.206615617898809,6.1806640838409574,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
norm_ratio,6,1.4666178469228341,5.836675012608711,4.610802814645858,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,0,0.0,1.0000000000000002,0.0,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,1,0.18245135245833458,1.554183148538938,-0.7366345009972726,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,2,0.1432592769812286,2.3742099256972202,-1.5174692026784478,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,3,0.10551491787436644,3.1406084189655026,-2.24612333683987,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,4,-0.3840762924673423,5.3609119591977334,-3.9768356667303917,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,5,-0.11498143577937465,4.517984569722185,-3.40300313394281,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
spim,6,0.5027325976917002,2.460952346019391,-1.9636849437110913,rus-eng_s20232,203000,"Том сказал, что у него нет страховки.",Tom said that he didn't have insurance.,Tom said he didn't have insurance.,0.9713
cosine,0,,0.9999999999999998,,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,1,0.1465584353675143,0.6127540482594672,-0.45992907400158206,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,2,0.1205662022168476,0.3807872566064654,-0.2932557973042156,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,3,0.3063032071065117,0.24582900798288262,-0.19987332803913774,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,4,0.3043675027175062,0.3425529899148852,-0.36035700045663877,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,5,0.42927168459648796,0.24654522615732105,-0.30396572844399866,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,6,0.612389321323307,0.1979574314418975,-0.23056719828372987,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,0,19.18927638760069,0.0,19.18927638760069,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,1,12.854453510569867,23.07190308033118,24.9622459322851,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,2,19.101292172070966,44.75404370281861,37.44940522214641,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,3,19.97126553040927,47.3440337384872,37.679042424956926,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,4,25.60126084128692,57.27252396079229,47.45493219181818,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,5,26.975888137729058,63.2123380520337,50.37073543770132,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
l2,6,51.769170533794295,138.10878321535878,121.4070032572484,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
norm_ratio,0,0.0,1.0,0.0,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
norm_ratio,1,0.8495521219351109,2.524925048746742,1.6264287739697716,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
norm_ratio,2,1.5857015441664672,4.327243614116693,2.933596184370441,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
norm_ratio,3,1.799235924949648,4.170849137693676,2.8295466009586927,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
norm_ratio,4,2.001882143313908,4.506438878690353,2.995341262899464,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
norm_ratio,5,1.8619224762487656,3.940797537473071,2.5426088143079664,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
norm_ratio,6,1.4856598259581597,3.1567307144782837,2.331538074331286,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
spim,0,0.0,0.9999999999999998,0.0,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
spim,1,0.1675164511595289,1.591412913175118,-0.7589293643346466,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
spim,2,-0.032589533390645346,2.2900394746063584,-1.2574499412157139,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
spim,3,0.12386793605420336,2.0045363812820014,-1.1284043173362046,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
spim,4,0.11712396699817498,2.503608047117205,-1.6207320141153805,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
spim,5,0.360696649126094,1.91703172463185,-1.2777283737579441,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
spim,6,0.8854222055173504,0.6825127577235599,-0.5679349632409105,rus-eng_s20232,203000,Ты нашла работу?,Have you found a job?,Did you find work?,0.9421
cosine,0,,1.0,,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
cosine,1,0.20189939417175018,0.6279841875582272,-0.37555161204134124,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
cosine,2,0.21125631818345372,0.35476602099150384,-0.2618985289232679,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
cosine,3,0.29998647161049,0.19541001703814875,-0.1978432376354034,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
cosine,4,0.23141066050704506,0.2341695377717452,-0.2587809652890065,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
cosine,5,0.342946491942031,0.20038196316548995,-0.25037993226900934,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
cosine,6,0.4967715214136419,0.26712271295774226,-0.2838080535438123,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
l2,0,19.006675298354526,0.0,19.006675298354526,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
l2,1,12.393189192017994,22.025869694501413,24.695630256603945,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
l2,2,15.577763471268163,42.827674803683614,37.82729929640361,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
l2,3,18.9106858465059,55.11532804884821,44.92209607194243,rus-eng_s20232,203000,Том помолвлен с моей дочерью.,Tom is engaged to my daughter.,Tom is engaged to my daughter.,0.9792
